Choice,Composite,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach,OBC-PwD_close,Gen-PwD_close
235,72.2,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",523U,Artificial Intelligence and Data Science,-,No-data,,
236,72.0,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",410V,Electronics and VLSI Engineering,Y,Good,632,1184
237,72.0,GFTI,420,"International Institute of Information Technology, Naya Raipur",4110,Computer Science and Engineering,Y,SAFE,1042,1051
238,71.8,NIT,206,National Institute of Technology Calicut,4123,Materials Science and Engineering,Y,Good,,1433
239,71.7,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",4109,Civil Engineering,Y,Good,740,1577
240,71.7,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",5A11,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics,Y,SAFE,902,1581
241,71.7,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4125,Mechanical Engineering,Y,Good,619,1324
242,71.7,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4114,Electronics and Communication Engineering,Y,SAFE,1092,2369
243,71.5,IIIT,303,Indian Institute of Information Technology Guwahati,413V,Electronics Communication and Artificial Intelligence,Y,No-data,,
244,71.4,NIT,223,"National Institute of Technology, Rourkela",5101,Architecture,-,Out,,
245,71.4,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4110,Computer Science and Engineering,Y,Good,741,1638
246,71.1,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4127,Metallurgical and Materials Engineering,Y,SAFE,843,1364
247,71.0,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4109,Civil Engineering,Y,SAFE,,2945
248,71.0,GFTI,422,"Punjab Engineering College, Chandigarh",4125,Mechanical Engineering,Y,No-data,,
249,71.0,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4114,Electronics and Communication Engineering,Y,Reach,373,852
250,70.8,NIT,206,National Institute of Technology Calicut,5101,Architecture,Y,Out,29,98
251,70.8,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4192,Engineering and Computational Mechanics,Y,Out,,
252,70.8,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4110,Computer Science and Engineering,Y,Good,692,1218
253,70.6,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,413G,Electronics and Communication Engineering (VLSI Design),Y,Borderline,406,
254,70.5,NIT,211,"National Institute of Technology Karnataka, Surathkal",4130,Mining Engineering,-,Out,,
255,70.5,NIT,202,Malaviya National Institute of Technology Jaipur,4127,Metallurgical and Materials Engineering,Y,Good,,1277
256,70.5,NIT,214,National Institute of Technology Patna,4111,Electrical Engineering,Y,SAFE,937,1695
257,70.5,NIT,214,National Institute of Technology Patna,520K,Electrical Engineering with Specialization In Power System Engineering,-,Out,,
258,70.4,NIT,231,"National Institute of Technology, Andhra Pradesh",4114,Electronics and Communication Engineering,Y,Good,596,615
259,70.3,NIT,208,National Institute of Technology Durgapur,4109,Civil Engineering,Y,SAFE,1009,
260,70.1,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",5101,Architecture,Y,Out,87,184
261,70.1,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",4110,Computer Science and Engineering,Y,SAFE,1537,1223
262,70.1,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",410J,Computer Science and Engineering (Cyber Security),-,Out,,
263,70.0,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4146,Information Technology,Y,Reach,340,505
264,69.9,NIT,223,"National Institute of Technology, Rourkela",4130,Mining Engineering,-,Out,,
265,69.9,NIT,223,"National Institute of Technology, Rourkela",5247,Mining Engineering,-,Out,,
266,69.8,NIT,204,Motilal Nehru National Institute of Technology Allahabad,412H,Materials Engineering,Y,No-data,,
267,69.8,NIT,216,National Institute of Technology Raipur,4111,Electrical Engineering,Y,Borderline,,984
268,69.8,IIIT,318,Indian Institute of Information Technology(IIIT) Kottayam,4114,Electronics and Communication Engineering,Y,SAFE,1296,2339
269,69.7,NIT,203,Maulana Azad National Institute of Technology Bhopal,4109,Civil Engineering,Y,Good,726,999
270,69.5,NIT,202,Malaviya National Institute of Technology Jaipur,5101,Architecture,Y,Out,,98
271,69.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4101,Aerospace Engineering,Y,Good,519,
272,69.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5501,Applied Geology,Y,No-data,,
273,69.5,GFTI,420,"International Institute of Information Technology, Naya Raipur",4181,Data Science and Artificial Intelligence,Y,Reach,,832
274,69.5,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4110,Computer Science and Engineering,Y,SAFE,1566,2002
275,69.3,NIT,228,"National Institute of Technology, Warangal",4104,Bio Technology,Y,Reach,,850
276,69.2,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4144,Electrical and Electronics Engineering,Y,SAFE,1738,4034
277,69.1,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,4114,Electronics and Communication Engineering,Y,SAFE,1104,1392
278,69.0,NIT,220,"National Institute of Technology, Kurukshetra",4109,Civil Engineering,Y,SAFE,1108,924
279,69.0,NIT,220,"National Institute of Technology, Kurukshetra",5213,Civil Engineering,Y,Out,,
280,69.0,GFTI,422,"Punjab Engineering College, Chandigarh",4136,Production and Industrial Engineering,Y,No-data,,
281,69.0,NIT,207,National Institute of Technology Delhi,4125,Mechanical Engineering,Y,Borderline,,1044
282,68.8,IIIT,323,Indian Institute of Information Technology Bhopal,4110,Computer Science and Engineering,Y,SAFE,825,1625
283,68.8,IIIT,323,Indian Institute of Information Technology Bhopal,411Y,Computer Science and Engineering (Cyber Physical System),Y,SAFE,1551,1692
284,68.8,IIIT,323,Indian Institute of Information Technology Bhopal,410J,Computer Science and Engineering (Cyber Security),Y,SAFE,1649,1450
285,68.6,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4130,Mining Engineering,-,Out,,
286,68.6,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",412F,Computer Science and Engineering ( Artificial Intelligence & Data Science),-,Out,,
287,68.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4156,Metallurgy and Materials Engineering,Y,SAFE,,3875
288,68.5,NIT,210,National Institute of Technology Hamirpur,4114,Electronics and Communication Engineering,Y,Good,671,843
289,68.5,NIT,210,National Institute of Technology Hamirpur,5234,Electronics and Communication Engineering,Y,Borderline,,1035
290,68.4,NIT,219,"National Institute of Technology, Jamshedpur",4109,Civil Engineering,Y,Reach,,928
291,68.2,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4188,Artificial Intelligence and Data Science,Y,Good,568,945
292,68.2,NIT,209,National Institute of Technology Goa,4110,Computer Science and Engineering,Y,Out,,
293,68.0,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4602,Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence),Y,SAFE,,2027
294,67.8,NIT,208,National Institute of Technology Durgapur,4127,Metallurgical and Materials Engineering,Y,SAFE,1194,2331
295,67.8,NIT,224,"National Institute of Technology, Silchar",4109,Civil Engineering,Y,SAFE,1369,2581
296,67.8,NIT,215,National Institute of Technology Puducherry,4114,Electronics and Communication Engineering,Y,Reach,311,674
297,67.5,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5101,Architecture,Y,Out,,
298,67.5,NIT,220,"National Institute of Technology, Kurukshetra",412A,ROBOTICS & AUTOMATION,Y,Reach,366,720
299,67.5,NIT,220,"National Institute of Technology, Kurukshetra",412D,SUSTAINABLE ENERGY TECHNOLOGIES,Y,Out,,
300,67.5,NIT,227,"National Institute of Technology, Uttarakhand",4110,Computer Science and Engineering,Y,Out,227,605
301,67.4,NIT,223,"National Institute of Technology, Rourkela",4152,Bio Medical Engineering,-,Out,,
302,67.4,NIT,223,"National Institute of Technology, Rourkela",4104,Bio Technology,Y,Good,,1531
303,67.3,IIIT,323,Indian Institute of Information Technology Bhopal,412G,Computer Science and Engineering (Artificial Intelligence),Y,SAFE,1590,1081
304,67.3,IIIT,323,Indian Institute of Information Technology Bhopal,412E,Computer Science and Engineering (Data Science),Y,Good,754,1102
305,67.2,NIT,203,Maulana Azad National Institute of Technology Bhopal,4180,Materials and Metallurgical Engineering,Y,No-data,,
306,67.2,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5234,Electronics and Communication Engineering,-,SAFE,803,2076
307,67.2,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4174,Electronics and Communication Engineering with specialization in Design and Manufacturing,Y,Good,574,1195
308,67.2,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4124,Mathematics and Computing,Y,SAFE,1504,2601
309,66.9,NIT,219,"National Institute of Technology, Jamshedpur",4192,Engineering and Computational Mechanics,Y,Out,,
310,66.8,NIT,228,"National Institute of Technology, Warangal",5503,Chemistry,Y,Good,,1512
311,66.8,NIT,228,"National Institute of Technology, Warangal",5508,Mathematics,Y,Good,579,
312,66.8,NIT,228,"National Institute of Technology, Warangal",5507,Physics,Y,Out,,
313,66.8,NIT,206,National Institute of Technology Calicut,4104,Bio Technology,Y,Reach,355,266
314,66.5,NIT,214,National Institute of Technology Patna,4125,Mechanical Engineering,Y,SAFE,920,1996
315,66.5,NIT,214,National Institute of Technology Patna,520L,Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering,-,Good,,1563
316,66.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4111,Electrical Engineering,Y,Good,,1140
317,66.5,IIIT,303,Indian Institute of Information Technology Guwahati,4114,Electronics and Communication Engineering,Y,SAFE,1120,2042
318,66.2,NIT,203,Maulana Azad National Institute of Technology Bhopal,5101,Architecture,Y,Out,,115
319,66.2,NIT,203,Maulana Azad National Institute of Technology Bhopal,4501,Planning,Y,Out,,
320,66.0,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4130,Mining Engineering,Y,Out,,
321,66.0,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,411F,B.Tech in Mathematics and Computing,Y,SAFE,,3723
322,65.9,NIT,219,"National Institute of Technology, Jamshedpur",4127,Metallurgical and Materials Engineering,Y,Out,,
323,65.9,NIT,231,"National Institute of Technology, Andhra Pradesh",4144,Electrical and Electronics Engineering,Y,Good,646,965
324,65.8,NIT,216,National Institute of Technology Raipur,4125,Mechanical Engineering,Y,Borderline,,1020
325,65.8,GFTI,423,"Jawaharlal Nehru University, Delhi",4114,Electronics and Communication Engineering,Y,SAFE,880,1822
326,65.5,NIT,220,"National Institute of Technology, Kurukshetra",5101,Architecture,Y,Out,,184
327,65.3,IIIT,323,Indian Institute of Information Technology Bhopal,411F,B.Tech in Mathematics and Computing,Y,SAFE,1773,4161
328,65.3,GFTI,453,Central University of Karnataka,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,
329,65.2,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4125,Mechanical Engineering,Y,SAFE,1674,4034
330,65.0,IIIT,311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",4176,Smart Manufacturing,Y,SAFE,1442,2610
331,64.9,NIT,223,"National Institute of Technology, Rourkela",5503,Chemistry,-,Out,,
332,64.9,NIT,223,"National Institute of Technology, Rourkela",4117,Engineering Physics,-,No-data,,
333,64.8,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4104,Bio Technology,Y,SAFE,731,2420
334,64.5,GFTI,422,"Punjab Engineering College, Chandigarh",4109,Civil Engineering,Y,No-data,,
335,64.5,GFTI,420,"International Institute of Information Technology, Naya Raipur",4114,Electronics and Communication Engineering,-,SAFE,981,1784
336,64.3,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,411M,Mathematics and Scientific Computing,Y,Good,631,629
337,64.2,NIT,206,National Institute of Technology Calicut,4117,Engineering Physics,Y,Good,,1671
338,64.0,NIT,210,National Institute of Technology Hamirpur,4111,Electrical Engineering,Y,SAFE,1274,1734
339,63.6,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4117,Engineering Physics,Y,No-data,,
340,63.6,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",413C,Design Engineering,Y,SAFE,,2217
341,63.6,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4176,Smart Manufacturing,Y,SAFE,887,1957
342,63.4,GFTI,453,Central University of Karnataka,4124,Mathematics and Computing,Y,No-data,,
343,63.3,NIT,215,National Institute of Technology Puducherry,4144,Electrical and Electronics Engineering,Y,Borderline,,1111
344,63.1,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4136,Production and Industrial Engineering,Y,SAFE,1735,4034
345,63.0,NIT,202,Malaviya National Institute of Technology Jaipur,4117,Engineering Physics,Y,No-data,,
346,63.0,GFTI,422,"Punjab Engineering College, Chandigarh",4101,Aerospace Engineering,Y,No-data,,
347,62.9,NIT,208,National Institute of Technology Durgapur,4104,Bio Technology,Y,SAFE,1286,2040
348,62.9,NIT,208,National Institute of Technology Durgapur,5296,Biotechnology,-,Out,,
349,62.9,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4146,Information Technology,Y,Good,,1876
350,62.6,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",4114,Electronics and Communication Engineering,Y,SAFE,1709,2348
351,62.5,NIT,207,National Institute of Technology Delhi,4109,Civil Engineering,-,Good,518,791
352,62.5,NIT,214,National Institute of Technology Patna,521R,Chemical Technology,-,SAFE,1443,3410
353,62.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4125,Mechanical Engineering,Y,SAFE,1751,1217
354,62.0,GFTI,422,"Punjab Engineering College, Chandigarh",4127,Metallurgical and Materials Engineering,Y,No-data,,
355,62.0,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4114,Electronics and Communication Engineering,Y,SAFE,1566,2884
356,62.0,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4601,Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things),Y,SAFE,1740,2803
357,61.9,NIT,231,"National Institute of Technology, Andhra Pradesh",4125,Mechanical Engineering,Y,SAFE,806,
358,61.8,NIT,216,National Institute of Technology Raipur,4107,Chemical Engineering,Y,SAFE,1070,1797
359,61.6,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3C,Chemistry,Y,No-data,,
360,61.6,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",4117,Engineering Physics,Y,SAFE,,2141
361,61.6,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3E,Mathematics,Y,No-data,,
362,61.6,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3D,Physics,Y,No-data,,
363,61.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4148,Instrumentation and Control Engineering,Y,SAFE,1486,1050
364,61.4,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4153,Electronics and Telecommunication Engineering,Y,SAFE,,2301
365,61.3,IIIT,323,Indian Institute of Information Technology Bhopal,4114,Electronics and Communication Engineering,Y,SAFE,1674,2292
366,61.1,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4107,Chemical Engineering,Y,SAFE,1709,3978
367,61.0,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5503,Chemistry,Y,No-data,,
368,61.0,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5507,Physics,-,No-data,,
369,61.0,NIT,207,National Institute of Technology Delhi,4101,Aerospace Engineering,-,Out,,
370,61.0,NIT,207,National Institute of Technology Delhi,411Z,VLSI Design and Technology,Y,Out,,
371,61.0,NIT,205,National Institute of Technology Agartala,4110,Computer Science and Engineering,Y,Borderline,441,673
372,61.0,NIT,212,National Institute of Technology Meghalaya,4110,Computer Science and Engineering,-,Out,,
373,61.0,NIT,213,National Institute of Technology Nagaland,4110,Computer Science and Engineering,-,Out,,
374,61.0,NIT,217,National Institute of Technology Sikkim,4110,Computer Science and Engineering,Y,Reach,,925
375,61.0,NIT,218,National Institute of Technology Arunachal Pradesh,4110,Computer Science and Engineering,Y,Reach,,882
376,61.0,NIT,221,"National Institute of Technology, Manipur",4110,Computer Science and Engineering,Y,Good,675,1567
377,61.0,NIT,221,"National Institute of Technology, Manipur",5216,Computer Science and Engineering,-,No-data,,
378,61.0,NIT,222,"National Institute of Technology, Mizoram",4110,Computer Science and Engineering,Y,Good,,1542
379,61.0,NIT,225,"National Institute of Technology, Srinagar",4110,Computer Science and Engineering,Y,Good,415,1171
380,60.7,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4111,Electrical Engineering,Y,SAFE,1739,3225
381,60.6,NIT,209,National Institute of Technology Goa,4114,Electronics and Communication Engineering,-,Reach,,901
382,60.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4149,Industrial and Production Engineering,Y,SAFE,,3491
383,60.4,NIT,208,National Institute of Technology Durgapur,5503,Chemistry,-,Out,,
384,60.3,IIIT,323,Indian Institute of Information Technology Bhopal,4146,Information Technology,Y,SAFE,1290,1985
385,60.0,NIT,214,National Institute of Technology Patna,4109,Civil Engineering,Y,SAFE,1185,1346
386,60.0,NIT,214,National Institute of Technology Patna,520M,Civil Engineering with Specialization in Construction Technology and Management,-,Out,,
387,60.0,NIT,210,National Institute of Technology Hamirpur,4125,Mechanical Engineering,Y,SAFE,1784,2070
388,60.0,NIT,227,"National Institute of Technology, Uttarakhand",4114,Electronics and Communication Engineering,Y,SAFE,1026,1894
389,59.8,IIIT,321,Indian Institute of Information Technology (IIIT) Pune,413W,Cyber Security,Y,No-data,,
390,59.7,NIT,203,Maulana Azad National Institute of Technology Bhopal,522S,B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree),-,Out,,
391,59.4,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4144,Electrical and Electronics Engineering,Y,SAFE,,2390
392,59.4,GFTI,453,Central University of Karnataka,4114,Electronics and Communication Engineering,Y,No-data,,
393,59.3,NIT,216,National Institute of Technology Raipur,4109,Civil Engineering,Y,SAFE,962,1855
394,59.3,NIT,215,National Institute of Technology Puducherry,4125,Mechanical Engineering,Y,SAFE,778,2209
395,58.6,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4109,Civil Engineering,Y,SAFE,1738,2159
396,58.6,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5233,Mechanical Engineering,-,SAFE,1086,2504
397,58.6,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4175,Mechanical Engineering with specialization in Design and Manufacturing,Y,SAFE,1477,1828
398,58.5,NIT,214,National Institute of Technology Patna,411B,Mechatronics and Automation Engineering,-,Out,,
399,58.5,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4107,Chemical Engineering,Y,SAFE,1068,1897
400,58.5,NIT,217,National Institute of Technology Sikkim,410P,Artificial Intelligence and Machine Learning,-,No-data,,
401,57.9,NIT,231,"National Institute of Technology, Andhra Pradesh",4107,Chemical Engineering,Y,SAFE,,2547
402,57.5,NIT,214,National Institute of Technology Patna,520N,Material Science and Engineering,-,Out,,
403,57.5,NIT,222,"National Institute of Technology, Mizoram",4124,Mathematics and Computing,-,Out,,
404,57.1,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4167,Food Engineering  and Technology,Y,SAFE,,3005
405,56.8,NIT,216,National Institute of Technology Raipur,4127,Metallurgical and Materials Engineering,Y,SAFE,,1982
406,56.7,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4125,Mechanical Engineering,Y,SAFE,,3913
407,56.5,NIT,214,National Institute of Technology Patna,5101,Architecture,Y,Out,,
408,56.1,NIT,209,National Institute of Technology Goa,4144,Electrical and Electronics Engineering,Y,Good,716,1128
409,56.0,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4109,Civil Engineering,-,Borderline,,1098
410,56.0,NIT,210,National Institute of Technology Hamirpur,4107,Chemical Engineering,Y,SAFE,1796,2083
411,55.8,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5B01,Integrated B. Tech.(IT) and M. Tech (IT),Y,Reach,345,371
412,55.8,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5C01,Integrated B. Tech.(IT) and MBA,Y,Good,746,305
413,55.8,NIT,216,National Institute of Technology Raipur,5101,Architecture,Y,Out,,
414,55.5,GFTI,421,University of Hyderabad,5313,Materials Engineering,Y,SAFE,1263,1455
415,55.5,NIT,227,"National Institute of Technology, Uttarakhand",4144,Electrical and Electronics Engineering,-,Out,,
416,55.4,NIT,231,"National Institute of Technology, Andhra Pradesh",4109,Civil Engineering,Y,Good,684,1597
417,55.1,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4117,Engineering Physics,Y,Out,,
418,54.9,GFTI,453,Central University of Karnataka,4111,Electrical Engineering,Y,No-data,,
419,54.5,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4110,Computer Science and Engineering,Y,SAFE,1557,1909
420,54.5,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4110,Computer Science and Engineering,Y,SAFE,1585,1091
421,54.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4110,Computer Science and Engineering,-,Out,,
422,54.5,IIIT,322,Indian Institute of Information Technology Bhagalpur,4110,Computer Science and Engineering,Y,SAFE,1722,2488
423,54.5,IIIT,324,Indian Institute of Information Technology Surat,4110,Computer Science and Engineering,Y,Good,633,994
424,54.5,IIIT,325,"Indian Institute of Information Technology, Agartala",4110,Computer Science and Engineering,Y,SAFE,1306,2560
425,54.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4110,Computer Science and Engineering,Y,SAFE,1631,2532
426,54.5,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",410J,Computer Science and Engineering (Cyber Security),-,Good,,1413
427,54.5,IIIT,324,Indian Institute of Information Technology Surat,410J,Computer Science and Engineering (Cyber Security),Y,Reach,,876
428,54.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",410J,Computer Science and Engineering (Cyber Security),Y,No-data,,
429,54.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4195,Computer Science and Engineering with specialization in Cyber Security,-,Out,,
430,54.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,413H,Computer Science and Engineering with specialization in Quantum Technologies,-,Out,,
431,54.3,NIT,216,National Institute of Technology Raipur,4130,Mining Engineering,-,Out,,
432,53.5,NIT,210,National Institute of Technology Hamirpur,4109,Civil Engineering,Y,SAFE,1398,3228
433,53.5,NIT,205,National Institute of Technology Agartala,4114,Electronics and Communication Engineering,Y,Good,689,1584
434,53.5,NIT,212,National Institute of Technology Meghalaya,4114,Electronics and Communication Engineering,Y,Good,,1354
435,53.5,NIT,213,National Institute of Technology Nagaland,4114,Electronics and Communication Engineering,-,SAFE,,2034
436,53.5,NIT,217,National Institute of Technology Sikkim,4114,Electronics and Communication Engineering,Y,SAFE,966,
437,53.5,NIT,218,National Institute of Technology Arunachal Pradesh,4114,Electronics and Communication Engineering,Y,SAFE,1196,1963
438,53.5,NIT,221,"National Institute of Technology, Manipur",4114,Electronics and Communication Engineering,Y,SAFE,1157,
439,53.5,NIT,221,"National Institute of Technology, Manipur",5234,Electronics and Communication Engineering,-,No-data,,
440,53.5,NIT,222,"National Institute of Technology, Mizoram",4114,Electronics and Communication Engineering,Y,SAFE,,2374
441,53.5,NIT,225,"National Institute of Technology, Srinagar",4114,Electronics and Communication Engineering,Y,SAFE,970,2024
442,53.0,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",411J,Computer Science & Engineering (Data Science and Analytics),Y,No-data,,
443,53.0,IIIT,324,Indian Institute of Information Technology Surat,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,Borderline,,1038
444,53.0,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",412G,Computer Science and Engineering (Artificial Intelligence),Y,No-data,,
445,53.0,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",412E,Computer Science and Engineering (Data Science),Y,Out,,
446,53.0,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410R,Computer Science and Engineering with specialization in Artificial Intelligence and Data Science,-,Out,,
447,52.9,NIT,231,"National Institute of Technology, Andhra Pradesh",4127,Metallurgical and Materials Engineering,Y,Out,,
448,52.8,NIT,215,National Institute of Technology Puducherry,4109,Civil Engineering,Y,Reach,,919
449,52.5,NIT,225,"National Institute of Technology, Srinagar",4146,Information Technology,Y,Good,510,1225
450,52.1,NIT,209,National Institute of Technology Goa,4125,Mechanical Engineering,Y,SAFE,1061,
451,52.0,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4185,Artificial Intelligence,Y,SAFE,,3121
452,51.8,NIT,216,National Institute of Technology Raipur,4152,Bio Medical Engineering,Y,SAFE,993,2035
453,51.8,NIT,216,National Institute of Technology Raipur,4104,Bio Technology,Y,Out,,
454,51.5,NIT,227,"National Institute of Technology, Uttarakhand",4125,Mechanical Engineering,-,Out,,
455,51.1,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4104,Bio Technology,Y,SAFE,,3137
456,51.0,NIT,210,National Institute of Technology Hamirpur,4123,Materials Science and Engineering,Y,SAFE,1778,2849
457,51.0,IIIT,324,Indian Institute of Information Technology Surat,411F,B.Tech in Mathematics and Computing,Y,No-data,,
458,51.0,NIT,205,National Institute of Technology Agartala,4142,Electronics and Instrumentation Engineering,Y,SAFE,,2475
459,51.0,NIT,213,National Institute of Technology Nagaland,4142,Electronics and Instrumentation Engineering,Y,SAFE,1754,4118
460,51.0,IIIT,322,Indian Institute of Information Technology Bhagalpur,4124,Mathematics and Computing,Y,SAFE,,3028
461,50.6,IIIT,308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",413U,Applied and Computational Physics,Y,No-data,,
462,50.2,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4109,Civil Engineering,Y,SAFE,1425,3336
463,50.0,NIT,210,National Institute of Technology Hamirpur,5101,Architecture,Y,Out,,
464,50.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5418,B.Tech. (Computer Science and Engineering) - MBA,-,Out,,
465,50.0,GFTI,401,"Assam University, Silchar",4110,Computer Science and Engineering,Y,Good,,1618
466,50.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4110,Computer Science and Engineering,Y,SAFE,1784,4139
467,50.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4110,Computer Science and Engineering,Y,SAFE,1843,2436
468,50.0,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",4110,Computer Science and Engineering,Y,SAFE,953,1619
469,50.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4110,Computer Science and Engineering,Y,No-data,,
470,50.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4110,Computer Science and Engineering,Y,SAFE,1672,3081
