Choice,Composite,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach,Note
486,38.0,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",413R,Artificial Intelligence & Data Science - Aviation Systems,Y,No-data,
487,38.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4188,Artificial Intelligence and Data Science,Y,SAFE,
488,38.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4188,Artificial Intelligence and Data Science,Y,SAFE,
489,38.0,GFTI,426,"Puducherry Technological University, Puducherry",4188,Artificial Intelligence and Data Science,-,No-data,
490,38.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,410P,Artificial Intelligence and Machine Learning,Y,No-data,
491,38.0,GFTI,460,"Central University of Punjab, Bathinda",523V,Artificial Intelligence and Machine Learning,Y,No-data,
492,38.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411V,B.Tech in Artificial Intelligenece and Data Science (Transportation and Logistics),Y,Out,
493,37.9,NIT,205,National Institute of Technology Agartala,4111,Electrical Engineering,Y,SAFE,
494,37.9,NIT,218,National Institute of Technology Arunachal Pradesh,4111,Electrical Engineering,Y,SAFE,
495,37.9,NIT,221,"National Institute of Technology, Manipur",4111,Electrical Engineering,Y,SAFE,
496,37.9,NIT,221,"National Institute of Technology, Manipur",5217,Electrical Engineering,-,No-data,
497,37.9,NIT,222,"National Institute of Technology, Mizoram",4111,Electrical Engineering,Y,SAFE,
498,37.9,NIT,225,"National Institute of Technology, Srinagar",4111,Electrical Engineering,Y,SAFE,
499,37.9,NIT,212,National Institute of Technology Meghalaya,4144,Electrical and Electronics Engineering,Y,SAFE,
500,37.9,NIT,213,National Institute of Technology Nagaland,4144,Electrical and Electronics Engineering,-,SAFE,
501,37.9,NIT,217,National Institute of Technology Sikkim,4144,Electrical and Electronics Engineering,Y,SAFE,
502,37.2,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",411F,B.Tech in Mathematics and Computing,Y,SAFE,
503,37.2,GFTI,437,Central University of Jammu,4124,Mathematics and Computing,Y,Out,
504,37.2,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",5506,Mathematics and Computing,Y,No-data,
505,36.7,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410M,Electronics and Communication Engineering with specialization in VLSI and Embedded Systems,-,Out,
506,35.5,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4114,Electronics and Communication Engineering,Y,SAFE,
507,35.5,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4114,Electronics and Communication Engineering,-,Out,
508,35.5,IIIT,324,Indian Institute of Information Technology Surat,4114,Electronics and Communication Engineering,Y,SAFE,
509,35.5,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4114,Electronics and Communication Engineering,Y,SAFE,
510,35.2,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",410Z,Electronics and Communication Engineering (VLSI Design and Technology),Y,No-data,
511,34.7,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4146,Information Technology,Y,SAFE,
512,34.7,NIT,205,National Institute of Technology Agartala,4125,Mechanical Engineering,Y,SAFE,
513,34.7,NIT,212,National Institute of Technology Meghalaya,4125,Mechanical Engineering,-,Out,
514,34.7,NIT,213,National Institute of Technology Nagaland,4125,Mechanical Engineering,-,Out,
515,34.7,NIT,217,National Institute of Technology Sikkim,4125,Mechanical Engineering,-,Out,
516,34.7,NIT,218,National Institute of Technology Arunachal Pradesh,4125,Mechanical Engineering,Y,SAFE,
517,34.7,NIT,221,"National Institute of Technology, Manipur",4125,Mechanical Engineering,Y,SAFE,
518,34.7,NIT,221,"National Institute of Technology, Manipur",5233,Mechanical Engineering,-,No-data,
519,34.7,NIT,222,"National Institute of Technology, Mizoram",4125,Mechanical Engineering,Y,SAFE,
520,34.7,NIT,225,"National Institute of Technology, Srinagar",4125,Mechanical Engineering,Y,SAFE,
521,34.0,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413M,B. Tech in Electronics and Communication Engineering with minor in Wearable Electronics,Y,SAFE,
522,34.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5420,B.Tech. (Electronics and Communication Engineering) - MBA,Y,Out,
523,34.0,GFTI,401,"Assam University, Silchar",4114,Electronics and Communication Engineering,Y,SAFE,
524,34.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4114,Electronics and Communication Engineering,Y,SAFE,
525,34.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4114,Electronics and Communication Engineering,Y,SAFE,
526,34.0,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4114,Electronics and Communication Engineering,Y,SAFE,
527,34.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4114,Electronics and Communication Engineering,Y,SAFE,
528,34.0,GFTI,411,"Mizoram University, Aizawl",4114,Electronics and Communication Engineering,Y,SAFE,
529,34.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4114,Electronics and Communication Engineering,Y,Out,
530,34.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4114,Electronics and Communication Engineering,Y,Out,
531,34.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4114,Electronics and Communication Engineering,-,Out,
532,34.0,GFTI,426,"Puducherry Technological University, Puducherry",4114,Electronics and Communication Engineering,-,SAFE,
533,34.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4114,Electronics and Communication Engineering,-,Out,
534,34.0,GFTI,436,"North-Eastern Hill University, Shillong",4114,Electronics and Communication Engineering,Y,SAFE,
535,34.0,GFTI,437,Central University of Jammu,4114,Electronics and Communication Engineering,Y,SAFE,
536,34.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4114,Electronics and Communication Engineering,-,Out,
537,34.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4114,Electronics and Communication Engineering,Y,SAFE,
538,34.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4114,Electronics and Communication Engineering,Y,No-data,
539,34.0,GFTI,437,Central University of Jammu,410I,Electronics and Communication Engineering (Avionics),Y,Out,
540,34.0,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",410I,Electronics and Communication Engineering (Avionics),Y,SAFE,
541,33.2,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4146,Information Technology,Y,SAFE,
542,33.2,GFTI,411,"Mizoram University, Aizawl",4146,Information Technology,Y,SAFE,
543,33.2,GFTI,426,"Puducherry Technological University, Puducherry",4146,Information Technology,-,SAFE,
544,33.2,GFTI,436,"North-Eastern Hill University, Shillong",4146,Information Technology,Y,SAFE,
545,33.2,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4146,Information Technology,-,Out,
546,33.1,NIT,205,National Institute of Technology Agartala,4145,Production Engineering,Y,SAFE,
547,32.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411R,B.Tech in Electronics & Communication Engineering (Rail Engineering),Y,Out,
548,32.0,GFTI,426,"Puducherry Technological University, Puducherry",4142,Electronics and Instrumentation Engineering,-,SAFE,
549,32.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4142,Electronics and Instrumentation Engineering,-,Out,
550,32.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4153,Electronics and Telecommunication Engineering,-,Out,
551,31.5,NIT,205,National Institute of Technology Agartala,4105,Biotechnology and Biochemical Engineering,-,SAFE,
552,31.5,NIT,205,National Institute of Technology Agartala,4107,Chemical Engineering,Y,SAFE,
553,31.5,NIT,225,"National Institute of Technology, Srinagar",4107,Chemical Engineering,Y,SAFE,
554,31.5,NIT,222,"National Institute of Technology, Mizoram",4108,Chemical Science and Technology,-,Out,
555,30.4,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411S,B.Tech in Electrical Engineering ( Rail  Engineering),Y,Out,
556,30.4,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4111,Electrical Engineering,Y,SAFE,
557,30.4,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4111,Electrical Engineering,Y,SAFE,
558,30.4,GFTI,410,Sant Longowal Institute of Engineering and Technology,4111,Electrical Engineering,Y,SAFE,
559,30.4,GFTI,410,Sant Longowal Institute of Engineering and Technology,5217,Electrical Engineering,-,Out,
560,30.4,GFTI,411,"Mizoram University, Aizawl",4111,Electrical Engineering,Y,SAFE,
561,30.4,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4111,Electrical Engineering,Y,SAFE,
562,30.4,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4111,Electrical Engineering,Y,SAFE,
563,30.4,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4111,Electrical Engineering,Y,No-data,
564,30.4,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4111,Electrical Engineering,-,Out,
565,30.4,GFTI,439,Central University of Haryana,4111,Electrical Engineering,Y,SAFE,
566,30.4,GFTI,444,CU Jharkhand,4111,Electrical Engineering,-,Out,
567,30.4,GFTI,450,Islamic University of Science and Technology Kashmir,4111,Electrical Engineering,Y,No-data,
568,30.4,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4111,Electrical Engineering,-,Out,
569,30.4,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4111,Electrical Engineering,Y,No-data,
570,30.4,GFTI,426,"Puducherry Technological University, Puducherry",4144,Electrical and Electronics Engineering,-,Out,
571,30.4,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4144,Electrical and Electronics Engineering,Y,SAFE,
572,29.5,NIT,205,National Institute of Technology Agartala,4109,Civil Engineering,Y,SAFE,
573,29.5,NIT,212,National Institute of Technology Meghalaya,4109,Civil Engineering,-,Out,
574,29.5,NIT,213,National Institute of Technology Nagaland,4109,Civil Engineering,-,Out,
575,29.5,NIT,217,National Institute of Technology Sikkim,4109,Civil Engineering,-,Out,
576,29.5,NIT,218,National Institute of Technology Arunachal Pradesh,4109,Civil Engineering,-,SAFE,
577,29.5,NIT,221,"National Institute of Technology, Manipur",4109,Civil Engineering,-,SAFE,
578,29.5,NIT,221,"National Institute of Technology, Manipur",5213,Civil Engineering,-,No-data,
579,29.5,NIT,222,"National Institute of Technology, Mizoram",4109,Civil Engineering,Y,Out,
580,29.5,NIT,225,"National Institute of Technology, Srinagar",4109,Civil Engineering,Y,SAFE,
581,28.3,NIT,205,National Institute of Technology Agartala,5606,Mathematics & Computing,Y,Out,
582,27.5,NIT,225,"National Institute of Technology, Srinagar",4127,Metallurgical and Materials Engineering,Y,SAFE,
583,27.2,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411T,B.Tech in Mechanical Engineering ( Rail  Engineering),Y,Out,
584,27.2,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5422,B.Tech. (Mechanical Engineering) - MBA,Y,Out,
585,27.2,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4125,Mechanical Engineering,Y,SAFE,
586,27.2,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4125,Mechanical Engineering,Y,Out,
587,27.2,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4125,Mechanical Engineering,Y,SAFE,
588,27.2,GFTI,410,Sant Longowal Institute of Engineering and Technology,4125,Mechanical Engineering,Y,Out,
589,27.2,GFTI,410,Sant Longowal Institute of Engineering and Technology,5233,Mechanical Engineering,Y,Out,
590,27.2,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4125,Mechanical Engineering,-,SAFE,
591,27.2,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4125,Mechanical Engineering,-,SAFE,
592,27.2,GFTI,426,"Puducherry Technological University, Puducherry",4125,Mechanical Engineering,-,SAFE,
593,27.2,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4125,Mechanical Engineering,Y,No-data,
594,27.2,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4125,Mechanical Engineering,-,Out,
595,27.2,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4125,Mechanical Engineering,Y,SAFE,
596,27.2,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4125,Mechanical Engineering,-,Out,
597,27.2,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4125,Mechanical Engineering,Y,No-data,
598,26.4,GFTI,425,"Central institute of Technology Kokrajar, Assam",4121,Instrumentation Engineering,-,Out,
599,26.4,GFTI,410,Sant Longowal Institute of Engineering and Technology,4148,Instrumentation and Control Engineering,Y,Out,
600,25.6,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4149,Industrial and Production Engineering,Y,Out,
601,25.6,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4149,Industrial and Production Engineering,-,Out,
602,25.6,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4136,Production and Industrial Engineering,Y,SAFE,
603,24.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4107,Chemical Engineering,Y,SAFE,
604,24.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4107,Chemical Engineering,Y,Out,
605,24.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5210,Chemical Engineering,Y,No-data,
606,24.0,GFTI,426,"Puducherry Technological University, Puducherry",4107,Chemical Engineering,-,SAFE,
607,24.0,GFTI,435,"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar",5D01,Chemical Engineering,Y,SAFE,
608,23.5,NIT,218,National Institute of Technology Arunachal Pradesh,4194,Biosciences and Bioengineering,Y,SAFE,
609,22.0,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411U,B.Tech in Civil Engineering (Rail Engineering),Y,Out,
610,22.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5417,B.Tech. (Civil Engineering) - MBA,-,Out,
611,22.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4109,Civil Engineering,Y,Out,
612,22.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4109,Civil Engineering,Y,Out,
613,22.0,GFTI,411,"Mizoram University, Aizawl",4109,Civil Engineering,Y,SAFE,
614,22.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4109,Civil Engineering,-,Good,
615,22.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4109,Civil Engineering,Y,Out,
616,22.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4109,Civil Engineering,-,Out,
617,22.0,GFTI,426,"Puducherry Technological University, Puducherry",4109,Civil Engineering,-,SAFE,
618,22.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4109,Civil Engineering,-,Out,
619,22.0,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4109,Civil Engineering,Y,SAFE,
620,22.0,GFTI,439,Central University of Haryana,4109,Civil Engineering,Y,Out,
621,22.0,GFTI,444,CU Jharkhand,4109,Civil Engineering,-,Out,
622,22.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4109,Civil Engineering,-,Out,
623,22.0,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4109,Civil Engineering,Y,No-data,
624,22.0,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410X,Civil and Environmental Engineering,Y,No-data,
625,21.5,NIT,205,National Institute of Technology Agartala,5604,Chemistry,Y,SAFE,
626,21.5,NIT,205,National Institute of Technology Agartala,520G,Computational Mathematics,-,Out,
627,21.5,NIT,205,National Institute of Technology Agartala,5267,Engineering Physics,Y,SAFE,
628,21.5,NIT,205,National Institute of Technology Agartala,5602,Physics,Y,SAFE,
629,20.8,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411O,Aeronautical Engineering,-,Out,
630,20.8,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",4101,Aerospace Engineering,Y,SAFE,
631,20.8,GFTI,401,"Assam University, Silchar",4168,Agricultural Engineering,Y,Borderline,
632,20.8,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4168,Agricultural Engineering,-,Out,
633,20.8,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",413F,Animation and VFX,Y,Good,
634,20.8,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411W,B.Tech in Aviation Engineering,Y,Out,
635,20.8,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",413J,B.Tech in CSE (AI and ML),Y,SAFE,
636,20.8,GFTI,454,"National Institute of Electronics and Information Technology, Agartala",413J,B.Tech in CSE (AI and ML),Y,No-data,
637,20.8,GFTI,456,"National Institute of Electronics and Information Technology, Imphal",413J,B.Tech in CSE (AI and ML),Y,No-data,
638,20.8,GFTI,457,"National Institute of Electronics and Information Technology, Calicut",413J,B.Tech in CSE (AI and ML),Y,No-data,
639,20.8,GFTI,458,"National Institute of Electronics and Information Technology, Kohima",413J,B.Tech in CSE (AI and ML),Y,No-data,
640,20.8,GFTI,459,"National Institute of Electronics and Information Technology, Srinagar",413J,B.Tech in CSE (AI and ML),Y,No-data,
641,20.8,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5419,B.Tech. (Elctrical Engineering) - MBA,-,Out,
642,20.8,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5421,B.Tech. (Food Engineering and Technology) - MBA,-,Out,
643,20.8,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4402,Bachelor of Design,-,Out,
644,20.8,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4402,Bachelor of Design,-,No-data,
645,20.8,GFTI,411,"Mizoram University, Aizawl",4151,Computer Engineering,Y,SAFE,
646,20.8,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411P,Dairy Engineering,-,Out,
647,20.8,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,413Q,Digital Manufacturing and IoT,Y,No-data,
648,20.8,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",412K,Electronic Engineering,Y,SAFE,
649,20.8,GFTI,436,"North-Eastern Hill University, Shillong",4198,Energy Engineering,Y,SAFE,
650,20.8,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411Q,Fashion and Apparel Engineering,-,Out,
651,20.8,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4167,Food Engineering  and Technology,Y,Out,
652,20.8,GFTI,425,"Central institute of Technology Kokrajar, Assam",4167,Food Engineering  and Technology,-,Out,
653,20.8,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4167,Food Engineering  and Technology,-,Out,
654,20.8,GFTI,410,Sant Longowal Institute of Engineering and Technology,4164,Food Technology,Y,SAFE,
655,20.8,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4164,Food Technology,-,No-data,
656,20.8,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4164,Food Technology,Y,No-data,
657,20.8,GFTI,431,"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",4164,Food Technology,Y,SAFE,
658,20.8,GFTI,430,"National Institute of Food Technology Entrepreneurship and Management, Kundli",4183,Food Technology and Management,Y,SAFE,
659,20.8,GFTI,455,"National Institute of Electronics and Information Technology, Aizawl",413P,Internet of Things (IoT),Y,No-data,
660,20.8,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",413S,Maritime Engineering,Y,No-data,
661,20.8,GFTI,426,"Puducherry Technological University, Puducherry",4178,Mechatronics Engineering,-,SAFE,
662,20.8,GFTI,439,Central University of Haryana,411A,Printing and Packaging Technology,Y,SAFE,
663,20.8,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",412A,ROBOTICS & AUTOMATION,Y,No-data,
664,20.8,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,412A,ROBOTICS & AUTOMATION,Y,No-data,
665,20.8,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",412Y,Robotics and AI,Y,SAFE,
666,20.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4127,Metallurgical and Materials Engineering,Y,No-data,
667,20.0,GFTI,444,CU Jharkhand,4127,Metallurgical and Materials Engineering,-,Out,
668,19.2,GFTI,411,"Mizoram University, Aizawl",5101,Architecture,Y,Out,
669,19.2,GFTI,413,"School of Planning & Architecture, Bhopal",5101,Architecture,Y,Out,
670,19.2,GFTI,414,"School of Planning & Architecture, New Delhi",5101,Architecture,Y,Out,
671,19.2,GFTI,415,School of Planning & Architecture: Vijayawada,5101,Architecture,Y,Out,
672,19.2,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",5101,Architecture,-,Out,
673,19.2,GFTI,450,Islamic University of Science and Technology Kashmir,5101,Architecture,-,Out,
674,19.2,GFTI,413,"School of Planning & Architecture, Bhopal",4501,Planning,Y,Out,
675,19.2,GFTI,414,"School of Planning & Architecture, New Delhi",4501,Planning,Y,Out,
676,19.2,GFTI,415,School of Planning & Architecture: Vijayawada,4501,Planning,Y,Out,
677,16.8,GFTI,404,"Indian Institute of Carpet Technology, Bhadohi",4160,Carpet  and Textile Technology,Y,Out,
678,16.8,GFTI,433,"Indian Institute of Handloom Technology(IIHT), Varanasi",4197,Handloom and Textile Technology,Y,SAFE,
679,16.8,GFTI,442,"Indian Institute of Handloom Technology, Salem",4197,Handloom and Textile Technology,Y,SAFE,
680,16.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4104,Bio Technology,-,Out,
681,16.0,GFTI,436,"North-Eastern Hill University, Shillong",4191,Biomedical Engineering,Y,SAFE,
682,16.0,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4191,Biomedical Engineering,-,Out,
683,14.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5503,Chemistry,-,Out,
684,14.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5508,Mathematics,-,Out,
685,14.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5507,Physics,Y,Out,
686,-252.5,NIT,214,National Institute of Technology Patna,4110,Computer Science and Engineering,Y,Out,AVOID-Bihar(last resort)
687,-252.5,NIT,214,National Institute of Technology Patna,520I,Computer Science and Engineering with Specialization in Cyber Security,-,Borderline,AVOID-Bihar(last resort)
688,-253.7,NIT,214,National Institute of Technology Patna,520H,Computer Science and Engineering with Specialization in Data Science,-,Out,AVOID-Bihar(last resort)
689,-254.5,NIT,214,National Institute of Technology Patna,4188,Artificial Intelligence and Data Science,Y,Out,AVOID-Bihar(last resort)
690,-255.3,NIT,214,National Institute of Technology Patna,520O,Mathematics and Computing Technology,-,Out,AVOID-Bihar(last resort)
691,-257.3,NIT,214,National Institute of Technology Patna,520J,Electronics and Communication Engineering with Specialization in Microelectronics and VLSI System Design,-,Good,AVOID-Bihar(last resort)
692,-257.7,NIT,214,National Institute of Technology Patna,411H,Electronics Engineering (VLSI Design and Technology),Y,SAFE,AVOID-Bihar(last resort)
693,-258.5,IIIT,322,Indian Institute of Information Technology Bhagalpur,4110,Computer Science and Engineering,Y,SAFE,AVOID-Bihar(last resort)
694,-258.5,NIT,214,National Institute of Technology Patna,4114,Electronics and Communication Engineering,Y,Good,AVOID-Bihar(last resort)
695,-260.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4110,Computer Science and Engineering,Y,SAFE,AVOID-Bihar(last resort)
696,-260.0,GFTI,446,"National Institute of Electronics and Information Technology, Patna (Bihar)",4110,Computer Science and Engineering,Y,Good,AVOID-Bihar(last resort)
697,-261.2,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,AVOID-Bihar(last resort)
698,-261.3,IIIT,322,Indian Institute of Information Technology Bhagalpur,4124,Mathematics and Computing,Y,SAFE,AVOID-Bihar(last resort)
699,-262.1,NIT,214,National Institute of Technology Patna,4111,Electrical Engineering,Y,SAFE,AVOID-Bihar(last resort)
700,-262.1,NIT,214,National Institute of Technology Patna,520K,Electrical Engineering with Specialization In Power System Engineering,-,Out,AVOID-Bihar(last resort)
701,-262.8,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",5506,Mathematics and Computing,-,Out,AVOID-Bihar(last resort)
702,-264.5,IIIT,322,Indian Institute of Information Technology Bhagalpur,4114,Electronics and Communication Engineering,Y,SAFE,AVOID-Bihar(last resort)
703,-265.3,NIT,214,National Institute of Technology Patna,4125,Mechanical Engineering,Y,SAFE,AVOID-Bihar(last resort)
704,-265.3,NIT,214,National Institute of Technology Patna,520L,Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering,-,Good,AVOID-Bihar(last resort)
705,-266.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4114,Electronics and Communication Engineering,Y,SAFE,AVOID-Bihar(last resort)
706,-268.5,NIT,214,National Institute of Technology Patna,521R,Chemical Technology,-,SAFE,AVOID-Bihar(last resort)
707,-269.6,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4144,Electrical and Electronics Engineering,Y,SAFE,AVOID-Bihar(last resort)
708,-270.5,NIT,214,National Institute of Technology Patna,4109,Civil Engineering,Y,SAFE,AVOID-Bihar(last resort)
709,-270.5,NIT,214,National Institute of Technology Patna,520M,Civil Engineering with Specialization in Construction Technology and Management,-,Out,AVOID-Bihar(last resort)
710,-271.7,NIT,214,National Institute of Technology Patna,411B,Mechatronics and Automation Engineering,-,Out,AVOID-Bihar(last resort)
711,-272.5,NIT,214,National Institute of Technology Patna,520N,Material Science and Engineering,-,Out,AVOID-Bihar(last resort)
712,-272.8,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4125,Mechanical Engineering,Y,SAFE,AVOID-Bihar(last resort)
713,-273.3,NIT,214,National Institute of Technology Patna,5101,Architecture,Y,Out,AVOID-Bihar(last resort)
714,-277.7,IIIT,322,Indian Institute of Information Technology Bhagalpur,411B,Mechatronics and Automation Engineering,Y,SAFE,AVOID-Bihar(last resort)
715,-278.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4109,Civil Engineering,Y,SAFE,AVOID-Bihar(last resort)
