Choice,Type,InstCode,Institute,BranchCode,Branch,PwDseat,HisQuota,Reach,OBC-PwD_close,Gen-PwD_close
486,NIT,225,"National Institute of Technology, Srinagar",4111,Electrical Engineering,Y,OS,SAFE,1458,2781
487,NIT,225,"National Institute of Technology, Srinagar",4146,Information Technology,Y,OS,Good,510,1225
488,NIT,225,"National Institute of Technology, Srinagar",4125,Mechanical Engineering,Y,OS,SAFE,1825,2582
489,NIT,225,"National Institute of Technology, Srinagar",4107,Chemical Engineering,Y,OS,SAFE,1141,3399
490,NIT,225,"National Institute of Technology, Srinagar",4109,Civil Engineering,Y,OS,SAFE,1936,3055
491,NIT,225,"National Institute of Technology, Srinagar",4127,Metallurgical and Materials Engineering,Y,OS,SAFE,1440,2538
492,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4110,Computer Science and Engineering,Y,AI,SAFE,1557,1909
493,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",411J,Computer Science & Engineering (Data Science and Analytics),Y,AI,No-data,,
494,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",412G,Computer Science and Engineering (Artificial Intelligence),Y,AI,No-data,,
495,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4146,Information Technology,Y,AI,SAFE,1626,1386
496,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4110,Computer Science and Engineering,Y,AI,SAFE,1585,1091
497,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",410J,Computer Science and Engineering (Cyber Security),-,AI,Good,,1413
498,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",412E,Computer Science and Engineering (Data Science),Y,AI,Out,,
499,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4114,Electronics and Communication Engineering,Y,AI,SAFE,1585,3858
500,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4110,Computer Science and Engineering,-,AI,Out,,
501,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4195,Computer Science and Engineering with specialization in Cyber Security,-,AI,Out,,
502,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,413H,Computer Science and Engineering with specialization in Quantum Technologies,-,AI,Out,,
503,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410R,Computer Science and Engineering with specialization in Artificial Intelligence and Data Science,-,AI,Out,,
504,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,410M,Electronics and Communication Engineering with specialization in VLSI and Embedded Systems,-,AI,Out,,
505,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4114,Electronics and Communication Engineering,-,AI,Out,,
506,IIIT,322,Indian Institute of Information Technology Bhagalpur,4110,Computer Science and Engineering,Y,AI,SAFE,1722,2488
507,IIIT,322,Indian Institute of Information Technology Bhagalpur,4124,Mathematics and Computing,Y,AI,SAFE,,3028
508,IIIT,322,Indian Institute of Information Technology Bhagalpur,4114,Electronics and Communication Engineering,Y,AI,SAFE,1626,3228
509,IIIT,322,Indian Institute of Information Technology Bhagalpur,411B,Mechatronics and Automation Engineering,Y,AI,SAFE,1432,3623
510,IIIT,324,Indian Institute of Information Technology Surat,4110,Computer Science and Engineering,Y,AI,Good,633,994
511,IIIT,324,Indian Institute of Information Technology Surat,410J,Computer Science and Engineering (Cyber Security),Y,AI,Reach,,876
512,IIIT,324,Indian Institute of Information Technology Surat,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,AI,Borderline,,1038
513,IIIT,324,Indian Institute of Information Technology Surat,411F,B.Tech in Mathematics and Computing,Y,AI,No-data,,
514,IIIT,324,Indian Institute of Information Technology Surat,4114,Electronics and Communication Engineering,Y,AI,SAFE,1075,2342
515,IIIT,325,"Indian Institute of Information Technology, Agartala",4110,Computer Science and Engineering,Y,AI,SAFE,1306,2560
516,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4110,Computer Science and Engineering,Y,AI,SAFE,1631,2532
517,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",410J,Computer Science and Engineering (Cyber Security),Y,AI,No-data,,
518,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4185,Artificial Intelligence,Y,AI,SAFE,,3121
519,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4114,Electronics and Communication Engineering,Y,AI,SAFE,1739,3623
520,GFTI,401,"Assam University, Silchar",4110,Computer Science and Engineering,Y,AI,Good,,1618
521,GFTI,401,"Assam University, Silchar",4114,Electronics and Communication Engineering,Y,AI,SAFE,,3972
522,GFTI,401,"Assam University, Silchar",4168,Agricultural Engineering,Y,AI,Borderline,,1032
523,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4110,Computer Science and Engineering,Y,AI,SAFE,1784,4139
524,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4114,Electronics and Communication Engineering,Y,AI,SAFE,1663,3854
525,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4111,Electrical Engineering,Y,AI,SAFE,1274,3966
526,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4125,Mechanical Engineering,Y,AI,SAFE,,3984
527,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",412A,ROBOTICS & AUTOMATION,Y,AI,No-data,,
528,GFTI,404,"Indian Institute of Carpet Technology, Bhadohi",4160,Carpet  and Textile Technology,Y,AI,Out,,
529,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4110,Computer Science and Engineering,Y,AI,SAFE,1843,2436
530,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4188,Artificial Intelligence and Data Science,Y,AI,SAFE,1814,3674
531,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4114,Electronics and Communication Engineering,Y,AI,SAFE,1891,4054
532,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4111,Electrical Engineering,Y,AI,SAFE,,3082
533,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4146,Information Technology,Y,AI,SAFE,1717,2244
534,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4125,Mechanical Engineering,Y,AI,Out,,
535,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4149,Industrial and Production Engineering,Y,AI,Out,,
536,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4107,Chemical Engineering,Y,AI,SAFE,,3549
537,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4109,Civil Engineering,Y,AI,Out,,
538,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",413F,Animation and VFX,Y,AI,Good,,1628
539,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4196,Computer Science and Engineering with Major in Artificial Intelligence,Y,AI,SAFE,1163,1885
540,GFTI,407,"J.K. Institute of Applied Physics & Technology, Department of Electronics & Communication, University of Allahabad- Allahabad",4114,Electronics and Communication Engineering,Y,AI,SAFE,1558,3271
541,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",4110,Computer Science and Engineering,Y,AI,SAFE,953,1619
542,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",412K,Electronic Engineering,Y,AI,SAFE,1689,3987
543,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4110,Computer Science and Engineering,Y,AI,No-data,,
544,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4125,Mechanical Engineering,Y,AI,SAFE,,3204
545,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4136,Production and Industrial Engineering,Y,AI,SAFE,1891,3427
546,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4127,Metallurgical and Materials Engineering,Y,AI,No-data,,
547,GFTI,410,Sant Longowal Institute of Engineering and Technology,4110,Computer Science and Engineering,Y,AI,SAFE,1672,3081
548,GFTI,410,Sant Longowal Institute of Engineering and Technology,5216,Computer Science and Engineering,Y,AI,SAFE,,4054
549,GFTI,410,Sant Longowal Institute of Engineering and Technology,4188,Artificial Intelligence and Data Science,Y,AI,SAFE,,2095
550,GFTI,410,Sant Longowal Institute of Engineering and Technology,4114,Electronics and Communication Engineering,Y,AI,SAFE,,2918
551,GFTI,410,Sant Longowal Institute of Engineering and Technology,4111,Electrical Engineering,Y,AI,SAFE,,3560
552,GFTI,410,Sant Longowal Institute of Engineering and Technology,5217,Electrical Engineering,-,AI,Out,,
553,GFTI,410,Sant Longowal Institute of Engineering and Technology,4125,Mechanical Engineering,Y,AI,Out,,
554,GFTI,410,Sant Longowal Institute of Engineering and Technology,5233,Mechanical Engineering,Y,AI,Out,,
555,GFTI,410,Sant Longowal Institute of Engineering and Technology,4107,Chemical Engineering,Y,AI,Out,,
556,GFTI,410,Sant Longowal Institute of Engineering and Technology,5210,Chemical Engineering,Y,AI,No-data,,
557,GFTI,410,Sant Longowal Institute of Engineering and Technology,4109,Civil Engineering,Y,AI,Out,,
558,GFTI,410,Sant Longowal Institute of Engineering and Technology,4164,Food Technology,Y,AI,SAFE,,4287
559,GFTI,410,Sant Longowal Institute of Engineering and Technology,4148,Instrumentation and Control Engineering,Y,AI,Out,,
560,GFTI,410,Sant Longowal Institute of Engineering and Technology,5503,Chemistry,-,AI,Out,,
561,GFTI,410,Sant Longowal Institute of Engineering and Technology,5508,Mathematics,-,AI,Out,,
562,GFTI,410,Sant Longowal Institute of Engineering and Technology,5507,Physics,Y,AI,Out,,
563,GFTI,411,"Mizoram University, Aizawl",4114,Electronics and Communication Engineering,Y,AI,SAFE,,3396
564,GFTI,411,"Mizoram University, Aizawl",4111,Electrical Engineering,Y,AI,SAFE,,3733
565,GFTI,411,"Mizoram University, Aizawl",4146,Information Technology,Y,AI,SAFE,,3505
566,GFTI,411,"Mizoram University, Aizawl",4109,Civil Engineering,Y,AI,SAFE,,4246
567,GFTI,411,"Mizoram University, Aizawl",5101,Architecture,Y,AI,Out,,
568,GFTI,411,"Mizoram University, Aizawl",4151,Computer Engineering,Y,AI,SAFE,,3029
569,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5418,B.Tech. (Computer Science and Engineering) - MBA,-,AI,Out,,
570,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4110,Computer Science and Engineering,-,AI,Out,,
571,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5420,B.Tech. (Electronics and Communication Engineering) - MBA,Y,AI,Out,,
572,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4114,Electronics and Communication Engineering,Y,AI,Out,,
573,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4111,Electrical Engineering,Y,AI,SAFE,1773,2825
574,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5422,B.Tech. (Mechanical Engineering) - MBA,Y,AI,Out,,
575,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4125,Mechanical Engineering,-,AI,SAFE,,3666
576,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5417,B.Tech. (Civil Engineering) - MBA,-,AI,Out,,
577,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4109,Civil Engineering,-,AI,Good,,1786
578,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5419,B.Tech. (Elctrical Engineering) - MBA,-,AI,Out,,
579,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5421,B.Tech. (Food Engineering and Technology) - MBA,-,AI,Out,,
580,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4402,Bachelor of Design,-,AI,Out,,
581,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4167,Food Engineering  and Technology,Y,AI,Out,,
582,GFTI,413,"School of Planning & Architecture, Bhopal",5101,Architecture,Y,AI,Out,,44
583,GFTI,413,"School of Planning & Architecture, Bhopal",4501,Planning,Y,AI,Out,,
584,GFTI,414,"School of Planning & Architecture, New Delhi",5101,Architecture,Y,AI,Out,25,44
585,GFTI,414,"School of Planning & Architecture, New Delhi",4501,Planning,Y,AI,Out,23,21
586,GFTI,415,School of Planning & Architecture: Vijayawada,5101,Architecture,Y,AI,Out,,54
587,GFTI,415,School of Planning & Architecture: Vijayawada,4501,Planning,Y,AI,Out,,123
588,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4110,Computer Science and Engineering,Y,AI,SAFE,1738,2554
589,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",411F,B.Tech in Mathematics and Computing,Y,AI,SAFE,,2723
590,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4114,Electronics and Communication Engineering,Y,AI,Out,,
591,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4111,Electrical Engineering,Y,AI,SAFE,,4293
592,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4125,Mechanical Engineering,-,AI,SAFE,,4296
593,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4109,Civil Engineering,Y,AI,Out,,
594,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",5101,Architecture,-,AI,Out,,
595,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4402,Bachelor of Design,-,AI,No-data,,
596,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4164,Food Technology,-,AI,No-data,,
597,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",412Y,Robotics and AI,Y,AI,SAFE,,3674
598,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4104,Bio Technology,-,AI,Out,,
599,GFTI,425,"Central institute of Technology Kokrajar, Assam",4110,Computer Science and Engineering,Y,AI,SAFE,,3945
600,GFTI,425,"Central institute of Technology Kokrajar, Assam",4114,Electronics and Communication Engineering,-,AI,Out,,
601,GFTI,425,"Central institute of Technology Kokrajar, Assam",4109,Civil Engineering,-,AI,Out,,
602,GFTI,425,"Central institute of Technology Kokrajar, Assam",4167,Food Engineering  and Technology,-,AI,Out,,
603,GFTI,425,"Central institute of Technology Kokrajar, Assam",4121,Instrumentation Engineering,-,AI,Out,,
604,GFTI,426,"Puducherry Technological University, Puducherry",4110,Computer Science and Engineering,-,AI,SAFE,846,
605,GFTI,426,"Puducherry Technological University, Puducherry",4188,Artificial Intelligence and Data Science,-,AI,No-data,,
606,GFTI,426,"Puducherry Technological University, Puducherry",4114,Electronics and Communication Engineering,-,AI,SAFE,1405,1468
607,GFTI,426,"Puducherry Technological University, Puducherry",4142,Electronics and Instrumentation Engineering,-,AI,SAFE,,3011
608,GFTI,426,"Puducherry Technological University, Puducherry",4144,Electrical and Electronics Engineering,-,AI,Out,,
609,GFTI,426,"Puducherry Technological University, Puducherry",4146,Information Technology,-,AI,SAFE,,2834
610,GFTI,426,"Puducherry Technological University, Puducherry",4125,Mechanical Engineering,-,AI,SAFE,1667,
611,GFTI,426,"Puducherry Technological University, Puducherry",4107,Chemical Engineering,-,AI,SAFE,1702,
612,GFTI,426,"Puducherry Technological University, Puducherry",4109,Civil Engineering,-,AI,SAFE,1666,2613
613,GFTI,426,"Puducherry Technological University, Puducherry",4178,Mechatronics Engineering,-,AI,SAFE,789,
614,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410E,Computer Science Engineering (Artificial lntelligence and Machine Learning),-,AI,No-data,,
615,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4111,Electrical Engineering,Y,AI,No-data,,
616,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4125,Mechanical Engineering,Y,AI,No-data,,
617,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",410X,Civil and Environmental Engineering,Y,AI,No-data,,
618,GFTI,427,"Ghani Khan Choudhary Institute of Engineering and Technology, Malda, West Bengal",4164,Food Technology,Y,AI,No-data,,
619,GFTI,428,"Central University of Rajasthan, Rajasthan",4110,Computer Science and Engineering,Y,AI,SAFE,,3035
620,GFTI,428,"Central University of Rajasthan, Rajasthan",4114,Electronics and Communication Engineering,Y,AI,SAFE,,2981
621,GFTI,428,"Central University of Rajasthan, Rajasthan",4152,Bio Medical Engineering,Y,AI,SAFE,,2982
622,GFTI,430,"National Institute of Food Technology Entrepreneurship and Management, Kundli",4183,Food Technology and Management,Y,AI,SAFE,,4033
623,GFTI,431,"National Institute of Food Technology Entrepreneurship and Management, Thanjavur",4164,Food Technology,Y,AI,SAFE,901,1728
624,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4110,Computer Science and Engineering,-,AI,Out,,
625,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4114,Electronics and Communication Engineering,-,AI,Out,,
626,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4111,Electrical Engineering,-,AI,Out,,
627,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4125,Mechanical Engineering,-,AI,Out,,
628,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4109,Civil Engineering,-,AI,Out,,
629,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4168,Agricultural Engineering,-,AI,Out,,
630,GFTI,433,"Indian Institute of Handloom Technology(IIHT), Varanasi",4197,Handloom and Textile Technology,Y,AI,SAFE,1850,3173
631,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4110,Computer Science and Engineering,Y,AI,No-data,,
632,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4603,Computer Science Engineering (Artificial Intelligence),Y,AI,SAFE,1810,1622
633,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4604,Computer Science Engineering (Data Science),Y,AI,SAFE,1649,3964
634,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4109,Civil Engineering,Y,AI,SAFE,,3095
635,GFTI,435,"Institute of Chemical Technology, Mumbai: Indian Oil Odisha Campus, Bhubaneswar",5D01,Chemical Engineering,Y,AI,SAFE,1541,1407
636,GFTI,436,"North-Eastern Hill University, Shillong",4114,Electronics and Communication Engineering,Y,AI,SAFE,,3078
637,GFTI,436,"North-Eastern Hill University, Shillong",4146,Information Technology,Y,AI,SAFE,,3696
638,GFTI,436,"North-Eastern Hill University, Shillong",4198,Energy Engineering,Y,AI,SAFE,,3151
639,GFTI,436,"North-Eastern Hill University, Shillong",4191,Biomedical Engineering,Y,AI,SAFE,,4086
640,GFTI,437,Central University of Jammu,4110,Computer Science and Engineering,Y,AI,SAFE,1474,3326
641,GFTI,437,Central University of Jammu,4195,Computer Science and Engineering with specialization in Cyber Security,Y,AI,SAFE,1548,4205
642,GFTI,437,Central University of Jammu,4124,Mathematics and Computing,Y,AI,Out,,
643,GFTI,437,Central University of Jammu,4114,Electronics and Communication Engineering,Y,AI,SAFE,1688,4293
644,GFTI,437,Central University of Jammu,410I,Electronics and Communication Engineering (Avionics),Y,AI,Out,,
645,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4110,Computer Science and Engineering,-,AI,SAFE,,2830
646,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4114,Electronics and Communication Engineering,-,AI,Out,,
647,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411O,Aeronautical Engineering,-,AI,Out,,
648,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411P,Dairy Engineering,-,AI,Out,,
649,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",411Q,Fashion and Apparel Engineering,-,AI,Out,,
650,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4167,Food Engineering  and Technology,-,AI,Out,,
651,GFTI,439,Central University of Haryana,4110,Computer Science and Engineering,Y,AI,SAFE,,4225
652,GFTI,439,Central University of Haryana,4111,Electrical Engineering,Y,AI,SAFE,1713,2989
653,GFTI,439,Central University of Haryana,4109,Civil Engineering,Y,AI,Out,,
654,GFTI,439,Central University of Haryana,411A,Printing and Packaging Technology,Y,AI,SAFE,,3584
655,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4110,Computer Science and Engineering,Y,AI,SAFE,1747,2311
656,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,AI,No-data,,
657,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",5506,Mathematics and Computing,Y,AI,No-data,,
658,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4114,Electronics and Communication Engineering,Y,AI,SAFE,1588,2432
659,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4144,Electrical and Electronics Engineering,Y,AI,SAFE,1435,2943
660,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4125,Mechanical Engineering,Y,AI,SAFE,1517,3294
661,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4110,Computer Science and Engineering,Y,AI,SAFE,1534,1559
662,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,AI,No-data,,
663,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",5506,Mathematics and Computing,-,AI,Out,,
664,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4114,Electronics and Communication Engineering,Y,AI,SAFE,1521,3530
665,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4144,Electrical and Electronics Engineering,Y,AI,SAFE,1577,2875
666,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4125,Mechanical Engineering,Y,AI,SAFE,1607,3071
667,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4109,Civil Engineering,Y,AI,SAFE,,3889
668,GFTI,442,"Indian Institute of Handloom Technology, Salem",4197,Handloom and Textile Technology,Y,AI,SAFE,1417,3058
669,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411V,B.Tech in Artificial Intelligenece and Data Science (Transportation and Logistics),Y,AI,Out,,
670,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411R,B.Tech in Electronics & Communication Engineering (Rail Engineering),Y,AI,Out,,
671,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411S,B.Tech in Electrical Engineering ( Rail  Engineering),Y,AI,Out,,
672,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411T,B.Tech in Mechanical Engineering ( Rail  Engineering),Y,AI,Out,,
673,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411U,B.Tech in Civil Engineering (Rail Engineering),Y,AI,Out,,
674,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",411W,B.Tech in Aviation Engineering,Y,AI,Out,,
675,GFTI,443,"Gati Shakti Vishwavidyalaya, Vadodara",413S,Maritime Engineering,Y,AI,No-data,,
676,GFTI,444,CU Jharkhand,4110,Computer Science and Engineering,-,AI,Out,,
677,GFTI,444,CU Jharkhand,4111,Electrical Engineering,-,AI,Out,,
678,GFTI,444,CU Jharkhand,4109,Civil Engineering,-,AI,Out,,
679,GFTI,444,CU Jharkhand,4127,Metallurgical and Materials Engineering,-,AI,Out,,
680,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",410Z,Electronics and Communication Engineering (VLSI Design and Technology),Y,AI,No-data,,
681,GFTI,445,"National Institute of Electronics and Information Technology, Ropar (Punjab)",413J,B.Tech in CSE (AI and ML),Y,AI,SAFE,1226,1857
682,GFTI,446,"National Institute of Electronics and Information Technology, Patna (Bihar)",4110,Computer Science and Engineering,Y,AI,Good,727,862
683,GFTI,447,"National Institute of Electronics and Information Technology, Ajmer (Rajasthan)",413K,"Computer Science and Engineering (Internet of Things, Cyber Security including Block Chain Technology )",Y,AI,SAFE,1177,2407
684,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413L,Computer Science and Engineering with minor in AI and ML,Y,AI,SAFE,1712,2392
685,GFTI,448,"National Institute of Electronics and Information Technology, Gorakhpur (UP)",413M,B. Tech in Electronics and Communication Engineering with minor in Wearable Electronics,Y,AI,SAFE,,3975
686,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",413R,Artificial Intelligence & Data Science - Aviation Systems,Y,AI,No-data,,
687,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",410I,Electronics and Communication Engineering (Avionics),Y,AI,SAFE,1779,4182
688,GFTI,449,"Rajiv Gandhi National Aviation University, Fursatganj, Amethi (UP)",4101,Aerospace Engineering,Y,AI,SAFE,,3087
689,GFTI,450,Islamic University of Science and Technology Kashmir,4111,Electrical Engineering,Y,AI,No-data,,
690,GFTI,450,Islamic University of Science and Technology Kashmir,5101,Architecture,-,AI,Out,,
691,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4110,Computer Science and Engineering,-,AI,Out,,
692,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4142,Electronics and Instrumentation Engineering,-,AI,Out,,
693,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4153,Electronics and Telecommunication Engineering,-,AI,Out,,
694,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4111,Electrical Engineering,-,AI,Out,,
695,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4146,Information Technology,-,AI,Out,,
696,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4125,Mechanical Engineering,-,AI,Out,,
697,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4149,Industrial and Production Engineering,-,AI,Out,,
698,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4109,Civil Engineering,-,AI,Out,,
699,GFTI,451,Shri G. S. Institute of Technology and Science Indore,4191,Biomedical Engineering,-,AI,Out,,
700,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,410P,Artificial Intelligence and Machine Learning,Y,AI,No-data,,
701,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4114,Electronics and Communication Engineering,Y,AI,No-data,,
702,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4111,Electrical Engineering,Y,AI,No-data,,
703,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4125,Mechanical Engineering,Y,AI,No-data,,
704,GFTI,452,National Institute of Technical Teachers Training and Research Bhopal,4109,Civil Engineering,Y,AI,No-data,,
