Choice,Composite,Type,InstCode,Institute,BranchCode,Branch,PwDseat,Reach,OBC-PwD_close,Gen-PwD_close
229,73.12,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4110,Computer Science and Engineering,Y,SAFE,1566,2002
230,72.88,NIT,206,National Institute of Technology Calicut,5A09,B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing),Y,No-data,,
231,72.88,NIT,206,National Institute of Technology Calicut,4198,Energy Engineering,Y,Good,630,1146
232,72.75,NIT,226,"National Institute of Technology, Tiruchirappalli",5101,Architecture,Y,Out,66,
233,72.75,IIIT,311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",4125,Mechanical Engineering,Y,SAFE,1379,2071
234,72.75,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,413G,Electronics and Communication Engineering (VLSI Design),Y,Borderline,406,
235,72.5,NIT,223,"National Institute of Technology, Rourkela",4127,Metallurgical and Materials Engineering,Y,Good,641,1439
236,72.5,NIT,223,"National Institute of Technology, Rourkela",5243,Metallurgical and Materials Engineering,-,Out,,
237,72.5,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4109,Civil Engineering,Y,Reach,,736
238,72.5,NIT,203,Maulana Azad National Institute of Technology Bhopal,4107,Chemical Engineering,Y,SAFE,1403,827
239,72.5,IIIT,316,Indian Institute of Information Technology(IIIT) Dharwad,4114,Electronics and Communication Engineering,Y,SAFE,1092,2369
240,72.5,IIIT,303,Indian Institute of Information Technology Guwahati,413V,Electronics Communication and Artificial Intelligence,Y,No-data,,
241,72.5,IIIT,323,Indian Institute of Information Technology Bhopal,4110,Computer Science and Engineering,Y,SAFE,825,1625
242,72.5,IIIT,323,Indian Institute of Information Technology Bhopal,411Y,Computer Science and Engineering (Cyber Physical System),Y,SAFE,1551,1692
243,72.5,IIIT,323,Indian Institute of Information Technology Bhopal,410J,Computer Science and Engineering (Cyber Security),Y,SAFE,1649,1450
244,72.25,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",412F,Computer Science and Engineering ( Artificial Intelligence & Data Science),-,Out,,
245,71.88,NIT,206,National Institute of Technology Calicut,4123,Materials Science and Engineering,Y,Good,,1433
246,71.88,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",4109,Civil Engineering,Y,Good,740,1577
247,71.88,IIIT,318,Indian Institute of Information Technology(IIIT) Kottayam,4114,Electronics and Communication Engineering,Y,SAFE,1296,2339
248,71.88,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4188,Artificial Intelligence and Data Science,Y,Good,568,945
249,71.88,GFTI,423,"Jawaharlal Nehru University, Delhi",4110,Computer Science and Engineering,Y,Good,746,898
250,71.62,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",410V,Electronics and VLSI Engineering,Y,Good,632,1184
251,71.62,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4602,Computer Science and Engineering (with Specialization of Data Science and Artificial Intelligence),Y,SAFE,,2027
252,71.5,NIT,223,"National Institute of Technology, Rourkela",5101,Architecture,-,Out,,
253,71.5,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",5A11,B.Tech in Mechanical Engineering and M.Tech in AI and Robotics,Y,SAFE,902,1581
254,71.5,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4125,Mechanical Engineering,Y,Good,619,1324
255,71.25,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4127,Metallurgical and Materials Engineering,Y,SAFE,843,1364
256,71.25,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4109,Civil Engineering,Y,SAFE,,2945
257,71.25,IIIT,314,Indian Institute of Information Technology Tiruchirappalli,4114,Electronics and Communication Engineering,Y,SAFE,1104,1392
258,71.12,NIT,207,National Institute of Technology Delhi,4111,Electrical Engineering,Y,Borderline,431,598
259,71.0,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4192,Engineering and Computational Mechanics,Y,Out,,
260,71.0,IIIT,323,Indian Institute of Information Technology Bhopal,412G,Computer Science and Engineering (Artificial Intelligence),Y,SAFE,1590,1081
261,71.0,IIIT,323,Indian Institute of Information Technology Bhopal,412E,Computer Science and Engineering (Data Science),Y,Good,754,1102
262,70.88,NIT,206,National Institute of Technology Calicut,5101,Architecture,Y,Out,29,98
263,70.88,GFTI,422,"Punjab Engineering College, Chandigarh",4125,Mechanical Engineering,Y,No-data,,
264,70.88,IIIT,326,"Indian institute of information technology, Raichur, Karnataka",4124,Mathematics and Computing,Y,SAFE,1504,2601
265,70.62,NIT,211,"National Institute of Technology Karnataka, Surathkal",4130,Mining Engineering,-,Out,,
266,70.62,NIT,202,Malaviya National Institute of Technology Jaipur,4127,Metallurgical and Materials Engineering,Y,Good,,1277
267,70.62,NIT,208,National Institute of Technology Durgapur,4109,Civil Engineering,Y,SAFE,1009,
268,70.62,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4114,Electronics and Communication Engineering,Y,Reach,373,852
269,70.62,GFTI,420,"International Institute of Information Technology, Naya Raipur",4110,Computer Science and Engineering,Y,SAFE,1042,1051
270,70.5,NIT,214,National Institute of Technology Patna,4111,Electrical Engineering,Y,SAFE,937,1695
271,70.5,NIT,214,National Institute of Technology Patna,520K,Electrical Engineering with Specialization In Power System Engineering,-,Out,,
272,70.25,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",5101,Architecture,Y,Out,87,184
273,70.0,NIT,223,"National Institute of Technology, Rourkela",4130,Mining Engineering,-,Out,,
274,70.0,NIT,223,"National Institute of Technology, Rourkela",5247,Mining Engineering,-,Out,,
275,70.0,NIT,204,Motilal Nehru National Institute of Technology Allahabad,412H,Materials Engineering,Y,No-data,,
276,70.0,NIT,203,Maulana Azad National Institute of Technology Bhopal,4109,Civil Engineering,Y,Good,726,999
277,70.0,NIT,231,"National Institute of Technology, Andhra Pradesh",4114,Electronics and Communication Engineering,Y,Good,596,615
278,70.0,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4110,Computer Science and Engineering,Y,Good,741,1638
279,69.88,NIT,216,National Institute of Technology Raipur,4111,Electrical Engineering,Y,Borderline,,984
280,69.75,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4101,Aerospace Engineering,Y,Good,519,
281,69.75,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5501,Applied Geology,Y,No-data,,
282,69.62,NIT,202,Malaviya National Institute of Technology Jaipur,5101,Architecture,Y,Out,,98
283,69.62,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4146,Information Technology,Y,Reach,340,505
284,69.62,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,411F,B.Tech in Mathematics and Computing,Y,SAFE,,3723
285,69.38,NIT,228,"National Institute of Technology, Warangal",4104,Bio Technology,Y,Reach,,850
286,69.38,NIT,220,"National Institute of Technology, Kurukshetra",4109,Civil Engineering,Y,SAFE,1108,924
287,69.38,NIT,220,"National Institute of Technology, Kurukshetra",5213,Civil Engineering,Y,Out,,
288,69.38,NIT,210,National Institute of Technology Hamirpur,4114,Electronics and Communication Engineering,Y,Good,671,843
289,69.38,NIT,210,National Institute of Technology Hamirpur,5234,Electronics and Communication Engineering,Y,Borderline,,1035
290,69.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4144,Electrical and Electronics Engineering,Y,SAFE,1738,4034
291,69.0,IIIT,323,Indian Institute of Information Technology Bhopal,411F,B.Tech in Mathematics and Computing,Y,SAFE,1773,4161
292,68.88,GFTI,422,"Punjab Engineering College, Chandigarh",4136,Production and Industrial Engineering,Y,No-data,,
293,68.75,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4130,Mining Engineering,-,Out,,
294,68.75,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4156,Metallurgy and Materials Engineering,Y,SAFE,,3875
295,68.75,NIT,219,"National Institute of Technology, Jamshedpur",4109,Civil Engineering,Y,Reach,,928
296,68.75,NIT,215,National Institute of Technology Puducherry,4114,Electronics and Communication Engineering,Y,Reach,311,674
297,68.75,GFTI,428,"Central University of Rajasthan, Rajasthan",4110,Computer Science and Engineering,Y,SAFE,,3035
298,68.12,NIT,208,National Institute of Technology Durgapur,4127,Metallurgical and Materials Engineering,Y,SAFE,1194,2331
299,68.12,NIT,224,"National Institute of Technology, Silchar",4109,Civil Engineering,Y,SAFE,1369,2581
300,68.12,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5234,Electronics and Communication Engineering,-,SAFE,803,2076
301,68.12,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4174,Electronics and Communication Engineering with specialization in Design and Manufacturing,Y,Good,574,1195
302,68.12,GFTI,420,"International Institute of Information Technology, Naya Raipur",4181,Data Science and Artificial Intelligence,Y,Reach,,832
303,68.12,NIT,209,National Institute of Technology Goa,4110,Computer Science and Engineering,Y,Out,,
304,67.88,NIT,220,"National Institute of Technology, Kurukshetra",412A,ROBOTICS & AUTOMATION,Y,Reach,366,720
305,67.88,NIT,220,"National Institute of Technology, Kurukshetra",412D,SUSTAINABLE ENERGY TECHNOLOGIES,Y,Out,,
306,67.88,GFTI,453,Central University of Karnataka,410W,Computer Science and Engineering (Artificial Intelligence and Machine Learning),Y,No-data,,
307,67.75,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5101,Architecture,Y,Out,,
308,67.5,NIT,223,"National Institute of Technology, Rourkela",4152,Bio Medical Engineering,-,Out,,
309,67.5,NIT,223,"National Institute of Technology, Rourkela",4104,Bio Technology,Y,Good,,1531
310,67.5,NIT,203,Maulana Azad National Institute of Technology Bhopal,4180,Materials and Metallurgical Engineering,Y,No-data,,
311,67.5,IIIT,303,Indian Institute of Information Technology Guwahati,4114,Electronics and Communication Engineering,Y,SAFE,1120,2042
312,67.5,NIT,227,"National Institute of Technology, Uttarakhand",4110,Computer Science and Engineering,Y,Out,227,605
313,67.25,NIT,219,"National Institute of Technology, Jamshedpur",4192,Engineering and Computational Mechanics,Y,Out,,
314,67.12,NIT,207,National Institute of Technology Delhi,4125,Mechanical Engineering,Y,Borderline,,1044
315,66.88,NIT,228,"National Institute of Technology, Warangal",5503,Chemistry,Y,Good,,1512
316,66.88,NIT,228,"National Institute of Technology, Warangal",5508,Mathematics,Y,Good,579,
317,66.88,NIT,228,"National Institute of Technology, Warangal",5507,Physics,Y,Out,,
318,66.88,NIT,206,National Institute of Technology Calicut,4104,Bio Technology,Y,Reach,355,266
319,66.5,NIT,203,Maulana Azad National Institute of Technology Bhopal,5101,Architecture,Y,Out,,115
320,66.5,NIT,203,Maulana Azad National Institute of Technology Bhopal,4501,Planning,Y,Out,,
321,66.5,NIT,214,National Institute of Technology Patna,4125,Mechanical Engineering,Y,SAFE,920,1996
322,66.5,NIT,214,National Institute of Technology Patna,520L,Mechanical Engineering with Specialization in Manufacturing and Industrial Engineering,-,Good,,1563
323,66.25,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",4130,Mining Engineering,Y,Out,,
324,66.25,NIT,219,"National Institute of Technology, Jamshedpur",4127,Metallurgical and Materials Engineering,Y,Out,,
325,66.25,IIIT,304,"Indian Institute of Information Technology(IIIT) Kalyani, West Bengal",4114,Electronics and Communication Engineering,Y,SAFE,1709,2348
326,66.12,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4111,Electrical Engineering,Y,Good,,1140
327,65.88,NIT,220,"National Institute of Technology, Kurukshetra",5101,Architecture,Y,Out,,184
328,65.88,NIT,216,National Institute of Technology Raipur,4125,Mechanical Engineering,Y,Borderline,,1020
329,65.88,GFTI,453,Central University of Karnataka,4124,Mathematics and Computing,Y,No-data,,
330,65.62,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4114,Electronics and Communication Engineering,Y,SAFE,1566,2884
331,65.62,IIIT,319,Indian Institute of Information Technology (IIIT) Ranchi,4601,Electronics and Communication Engineering (with Specialization of Embedded Systems and Internet of Things),Y,SAFE,1740,2803
332,65.5,NIT,231,"National Institute of Technology, Andhra Pradesh",4144,Electrical and Electronics Engineering,Y,Good,646,965
333,65.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4125,Mechanical Engineering,Y,SAFE,1674,4034
334,65.0,NIT,223,"National Institute of Technology, Rourkela",5503,Chemistry,-,Out,,
335,65.0,NIT,223,"National Institute of Technology, Rourkela",4117,Engineering Physics,-,No-data,,
336,65.0,NIT,204,Motilal Nehru National Institute of Technology Allahabad,4104,Bio Technology,Y,SAFE,731,2420
337,65.0,GFTI,421,University of Hyderabad,5313,Materials Engineering,Y,SAFE,1263,1455
338,65.0,IIIT,323,Indian Institute of Information Technology Bhopal,4114,Electronics and Communication Engineering,Y,SAFE,1674,2292
339,64.88,NIT,210,National Institute of Technology Hamirpur,4111,Electrical Engineering,Y,SAFE,1274,1734
340,64.75,IIIT,311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",4176,Smart Manufacturing,Y,SAFE,1442,2610
341,64.38,NIT,206,National Institute of Technology Calicut,4117,Engineering Physics,Y,Good,,1671
342,64.38,GFTI,422,"Punjab Engineering College, Chandigarh",4109,Civil Engineering,Y,No-data,,
343,64.38,GFTI,423,"Jawaharlal Nehru University, Delhi",4114,Electronics and Communication Engineering,Y,SAFE,880,1822
344,64.25,NIT,215,National Institute of Technology Puducherry,4144,Electrical and Electronics Engineering,Y,Borderline,,1111
345,64.12,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,411M,Mathematics and Scientific Computing,Y,Good,631,629
346,64.0,IIIT,323,Indian Institute of Information Technology Bhopal,4146,Information Technology,Y,SAFE,1290,1985
347,63.75,NIT,230,"Visvesvaraya National Institute of Technology, Nagpur",4117,Engineering Physics,Y,No-data,,
348,63.5,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",413C,Design Engineering,Y,SAFE,,2217
349,63.5,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4176,Smart Manufacturing,Y,SAFE,887,1957
350,63.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4136,Production and Industrial Engineering,Y,SAFE,1735,4034
351,63.12,NIT,202,Malaviya National Institute of Technology Jaipur,4117,Engineering Physics,Y,No-data,,
352,63.12,NIT,208,National Institute of Technology Durgapur,4104,Bio Technology,Y,SAFE,1286,2040
353,63.12,NIT,208,National Institute of Technology Durgapur,5296,Biotechnology,-,Out,,
354,63.12,GFTI,420,"International Institute of Information Technology, Naya Raipur",4114,Electronics and Communication Engineering,-,SAFE,981,1784
355,62.88,GFTI,422,"Punjab Engineering College, Chandigarh",4101,Aerospace Engineering,Y,No-data,,
356,62.5,NIT,214,National Institute of Technology Patna,521R,Chemical Technology,-,SAFE,1443,3410
357,62.12,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4125,Mechanical Engineering,Y,SAFE,1751,1217
358,61.88,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3C,Chemistry,Y,No-data,,
359,61.88,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",4117,Engineering Physics,Y,SAFE,,2141
360,61.88,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3E,Mathematics,Y,No-data,,
361,61.88,NIT,229,"Sardar Vallabhbhai National Institute of Technology, Surat",5H3D,Physics,Y,No-data,,
362,61.88,GFTI,422,"Punjab Engineering College, Chandigarh",4127,Metallurgical and Materials Engineering,Y,No-data,,
363,61.88,NIT,216,National Institute of Technology Raipur,4107,Chemical Engineering,Y,SAFE,1070,1797
364,61.88,GFTI,453,Central University of Karnataka,4114,Electronics and Communication Engineering,Y,No-data,,
365,61.5,NIT,231,"National Institute of Technology, Andhra Pradesh",4125,Mechanical Engineering,Y,SAFE,806,
366,61.5,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4146,Information Technology,Y,Good,,1876
367,61.25,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5503,Chemistry,Y,No-data,,
368,61.25,NIT,232,"Indian Institute of Engineering Science and Technology, Shibpur",5507,Physics,-,No-data,,
369,61.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4107,Chemical Engineering,Y,SAFE,1709,3978
370,61.25,GFTI,428,"Central University of Rajasthan, Rajasthan",4114,Electronics and Communication Engineering,Y,SAFE,,2981
371,61.12,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4148,Instrumentation and Control Engineering,Y,SAFE,1486,1050
372,60.88,NIT,210,National Institute of Technology Hamirpur,4125,Mechanical Engineering,Y,SAFE,1784,2070
373,60.62,NIT,208,National Institute of Technology Durgapur,5503,Chemistry,-,Out,,
374,60.62,NIT,207,National Institute of Technology Delhi,4109,Civil Engineering,-,Good,518,791
375,60.62,NIT,209,National Institute of Technology Goa,4114,Electronics and Communication Engineering,-,Reach,,901
376,60.38,IIIT,321,Indian Institute of Information Technology (IIIT) Pune,413W,Cyber Security,Y,No-data,,
377,60.25,NIT,215,National Institute of Technology Puducherry,4125,Mechanical Engineering,Y,SAFE,778,2209
378,60.12,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4149,Industrial and Production Engineering,Y,SAFE,,3491
379,60.0,NIT,203,Maulana Azad National Institute of Technology Bhopal,522S,B. Tech. and M. Tech. in Engineering and Computational Mechanics (Dual Degree),-,Out,,
380,60.0,NIT,214,National Institute of Technology Patna,4109,Civil Engineering,Y,SAFE,1185,1346
381,60.0,NIT,214,National Institute of Technology Patna,520M,Civil Engineering with Specialization in Construction Technology and Management,-,Out,,
382,60.0,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4153,Electronics and Telecommunication Engineering,Y,SAFE,,2301
383,60.0,NIT,227,"National Institute of Technology, Uttarakhand",4114,Electronics and Communication Engineering,Y,SAFE,1026,1894
384,59.62,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",5233,Mechanical Engineering,-,SAFE,1086,2504
385,59.62,IIIT,317,"Indian Institute of Information Technology Design & Manufacturing Kurnool, Andhra Pradesh",4175,Mechanical Engineering with specialization in Design and Manufacturing,Y,SAFE,1477,1828
386,59.38,NIT,216,National Institute of Technology Raipur,4109,Civil Engineering,Y,SAFE,962,1855
387,59.25,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4111,Electrical Engineering,Y,SAFE,1739,3225
388,59.12,NIT,207,National Institute of Technology Delhi,4101,Aerospace Engineering,-,Out,,
389,59.12,NIT,207,National Institute of Technology Delhi,411Z,VLSI Design and Technology,Y,Out,,
390,58.75,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4109,Civil Engineering,Y,SAFE,1738,2159
391,58.5,NIT,214,National Institute of Technology Patna,411B,Mechatronics and Automation Engineering,-,Out,,
392,58.12,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4107,Chemical Engineering,Y,SAFE,1068,1897
393,58.0,GFTI,424,"International Institute of Information Technology, Bhubaneswar",4144,Electrical and Electronics Engineering,Y,SAFE,,2390
394,57.5,NIT,214,National Institute of Technology Patna,520N,Material Science and Engineering,-,Out,,
395,57.5,NIT,231,"National Institute of Technology, Andhra Pradesh",4107,Chemical Engineering,Y,SAFE,,2547
396,57.38,GFTI,453,Central University of Karnataka,4111,Electrical Engineering,Y,No-data,,
397,57.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4167,Food Engineering  and Technology,Y,SAFE,,3005
398,56.88,NIT,216,National Institute of Technology Raipur,4127,Metallurgical and Materials Engineering,Y,SAFE,,1982
399,56.88,NIT,210,National Institute of Technology Hamirpur,4107,Chemical Engineering,Y,SAFE,1796,2083
400,56.5,NIT,214,National Institute of Technology Patna,5101,Architecture,Y,Out,,
401,56.25,NIT,205,National Institute of Technology Agartala,4110,Computer Science and Engineering,Y,Borderline,441,673
402,56.25,NIT,212,National Institute of Technology Meghalaya,4110,Computer Science and Engineering,-,Out,,
403,56.25,NIT,213,National Institute of Technology Nagaland,4110,Computer Science and Engineering,-,Out,,
404,56.25,NIT,217,National Institute of Technology Sikkim,4110,Computer Science and Engineering,Y,Reach,,925
405,56.25,NIT,218,National Institute of Technology Arunachal Pradesh,4110,Computer Science and Engineering,Y,Reach,,882
406,56.25,NIT,221,"National Institute of Technology, Manipur",4110,Computer Science and Engineering,Y,Good,675,1567
407,56.25,NIT,221,"National Institute of Technology, Manipur",5216,Computer Science and Engineering,-,No-data,,
408,56.25,NIT,222,"National Institute of Technology, Mizoram",4110,Computer Science and Engineering,Y,Good,,1542
409,56.25,NIT,225,"National Institute of Technology, Srinagar",4110,Computer Science and Engineering,Y,Good,415,1171
410,56.12,NIT,209,National Institute of Technology Goa,4144,Electrical and Electronics Engineering,Y,Good,716,1128
411,55.88,NIT,216,National Institute of Technology Raipur,5101,Architecture,Y,Out,,
412,55.62,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5B01,Integrated B. Tech.(IT) and M. Tech (IT),Y,Reach,345,371
413,55.62,IIIT,301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,5C01,Integrated B. Tech.(IT) and MBA,Y,Good,746,305
414,55.62,NIT,201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",4109,Civil Engineering,-,Borderline,,1098
415,55.5,NIT,227,"National Institute of Technology, Uttarakhand",4144,Electrical and Electronics Engineering,-,Out,,
416,55.25,GFTI,405,"Institute of Infrastructure, Technology, Research and Management-Ahmedabad",4125,Mechanical Engineering,Y,SAFE,,3913
417,55.0,IIIT,310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",4117,Engineering Physics,Y,Out,,
418,55.0,NIT,231,"National Institute of Technology, Andhra Pradesh",4109,Civil Engineering,Y,Good,684,1597
419,54.38,NIT,216,National Institute of Technology Raipur,4130,Mining Engineering,-,Out,,
420,54.38,NIT,210,National Institute of Technology Hamirpur,4109,Civil Engineering,Y,SAFE,1398,3228
421,53.75,NIT,215,National Institute of Technology Puducherry,4109,Civil Engineering,Y,Reach,,919
422,53.75,NIT,217,National Institute of Technology Sikkim,410P,Artificial Intelligence and Machine Learning,-,No-data,,
423,52.75,NIT,222,"National Institute of Technology, Mizoram",4124,Mathematics and Computing,-,Out,,
424,52.5,NIT,231,"National Institute of Technology, Andhra Pradesh",4127,Metallurgical and Materials Engineering,Y,Out,,
425,52.12,NIT,209,National Institute of Technology Goa,4125,Mechanical Engineering,Y,SAFE,1061,
426,51.88,NIT,216,National Institute of Technology Raipur,4152,Bio Medical Engineering,Y,SAFE,993,2035
427,51.88,NIT,216,National Institute of Technology Raipur,4104,Bio Technology,Y,Out,,
428,51.88,NIT,210,National Institute of Technology Hamirpur,4123,Materials Science and Engineering,Y,SAFE,1778,2849
429,51.5,NIT,227,"National Institute of Technology, Uttarakhand",4125,Mechanical Engineering,-,Out,,
430,51.25,IIIT,308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",413U,Applied and Computational Physics,Y,No-data,,
431,51.25,GFTI,402,"Birla Institute of Technology, Mesra, Ranchi",4104,Bio Technology,Y,SAFE,,3137
432,51.25,IIIT,305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",4110,Computer Science and Engineering,Y,SAFE,1557,1909
433,51.25,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",4110,Computer Science and Engineering,Y,SAFE,1585,1091
434,51.25,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4110,Computer Science and Engineering,-,Out,,
435,51.25,IIIT,322,Indian Institute of Information Technology Bhagalpur,4110,Computer Science and Engineering,Y,SAFE,1722,2488
436,51.25,IIIT,324,Indian Institute of Information Technology Surat,4110,Computer Science and Engineering,Y,Good,633,994
437,51.25,IIIT,325,"Indian Institute of Information Technology, Agartala",4110,Computer Science and Engineering,Y,SAFE,1306,2560
438,51.25,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",4110,Computer Science and Engineering,Y,SAFE,1631,2532
439,51.25,IIIT,306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",410J,Computer Science and Engineering (Cyber Security),-,Good,,1413
440,51.25,IIIT,324,Indian Institute of Information Technology Surat,410J,Computer Science and Engineering (Cyber Security),Y,Reach,,876
441,51.25,IIIT,327,"Indian Institute of Information Technology, Vadodara International Campus Diu (IIITVICD)",410J,Computer Science and Engineering (Cyber Security),Y,No-data,,
442,51.25,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,4195,Computer Science and Engineering with specialization in Cyber Security,-,Out,,
443,51.25,IIIT,313,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SENAPATI MANIPUR,413H,Computer Science and Engineering with specialization in Quantum Technologies,-,Out,,
444,50.88,NIT,210,National Institute of Technology Hamirpur,5101,Architecture,Y,Out,,
445,50.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",5418,B.Tech. (Computer Science and Engineering) - MBA,-,Out,,
446,50.0,GFTI,401,"Assam University, Silchar",4110,Computer Science and Engineering,Y,Good,,1618
447,50.0,GFTI,403,"Gurukula Kangri Vishwavidyalaya, Haridwar",4110,Computer Science and Engineering,Y,SAFE,1784,4139
448,50.0,GFTI,406,"School of Studies of Engineering and Technology, Guru Ghasidas Vishwavidyalaya, Bilaspur",4110,Computer Science and Engineering,Y,SAFE,1843,2436
449,50.0,GFTI,408,"National Institute of Electronics and Information Technology, Aurangabad (Maharashtra)",4110,Computer Science and Engineering,Y,SAFE,953,1619
450,50.0,GFTI,409,"National Institute of Advanced Manufacturing Technology, Ranchi",4110,Computer Science and Engineering,Y,No-data,,
451,50.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,4110,Computer Science and Engineering,Y,SAFE,1672,3081
452,50.0,GFTI,410,Sant Longowal Institute of Engineering and Technology,5216,Computer Science and Engineering,Y,SAFE,,4054
453,50.0,GFTI,412,"School of Engineering, Tezpur University, Napaam, Tezpur",4110,Computer Science and Engineering,-,Out,,
454,50.0,GFTI,416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",4110,Computer Science and Engineering,Y,SAFE,1738,2554
455,50.0,GFTI,425,"Central institute of Technology Kokrajar, Assam",4110,Computer Science and Engineering,Y,SAFE,,3945
456,50.0,GFTI,426,"Puducherry Technological University, Puducherry",4110,Computer Science and Engineering,-,SAFE,846,
457,50.0,GFTI,432,"North Eastern Regional Institute of Science and Technology, Nirjuli-791109 (Itanagar),Arunachal Pradesh",4110,Computer Science and Engineering,-,Out,,
458,50.0,GFTI,434,"Chhattisgarh Swami Vivekanada Technical University, Bhilai (CSVTU Bhilai)",4110,Computer Science and Engineering,Y,No-data,,
459,50.0,GFTI,437,Central University of Jammu,4110,Computer Science and Engineering,Y,SAFE,1474,3326
460,50.0,GFTI,438,"Institute of Engineering and Technology, Dr. H. S. Gour University. Sagar (A Central University)",4110,Computer Science and Engineering,-,SAFE,,2830
461,50.0,GFTI,439,Central University of Haryana,4110,Computer Science and Engineering,Y,SAFE,,4225
462,50.0,GFTI,440,"Birla Institute of Technology, Deoghar Off-Campus",4110,Computer Science and Engineering,Y,SAFE,1747,2311
463,50.0,GFTI,441,"Birla Institute of Technology, Patna Off-Campus",4110,Computer Science and Engineering,Y,SAFE,1534,1559
464,50.0,GFTI,444,CU Jharkhand,4110,Computer Science and Engineering,-,Out,,
465,50.0,GFTI,446,"National Institute of Electronics and Information Technology, Patna (Bihar)",4110,Computer Science and Engineering,Y,Good,727,862
